NL_mean,month
0.18405861335125448,8
0.2799525694444444,9
0.2528167338709677,10
0.21314511574074071,11
0.34058405017921145,12
0.22665825492831546,1
0.36737141617063496,2
0.32656944444444447,3
0.2266979861111111,4
0.16671094310035842,5
0.11309064814814813,6
0.1720231966845878,7
0.16834984318996415,8
0.15333239583333336,9
0.3125694444444444,10
0.2275455324074074,11
0.2574177195340502,12
0.40721571460573475,1
0.5389201264880952,2
0.3478290882616488,3
0.23149163194444444,4
0.1160717517921147,5
0.14831056712962964,6
0.20751729390681004,7
0.15125484991039426,8
0.23400361111111112,9
0.319624708781362,10
0.21325636574074072,11
0.338959599014337,12
0.33017566084229394,1
0.21695735367063484,2
0.19434756944444445,3
0.24702592592592595,4
0.1774752688172043,5
0.25381422453703706,6
0.17897750896057352,7
0.13861033826164873,8
0.17425377314814813,9
0.23499983198924732,10
0.3100337268518518,11
0.2714743503584229,12
0.24838870967741936,1
0.26283275862068967,2
0.32294630376344086,3
0.23814010416666664,4
0.21963874327956986,5
0.14672648148148146,6
0.14948117159498206,7
0.25006672267025093,8
0.226599525462963,9
0.25371476254480285,10
0.3938038310185185,11
0.23915103046594985,12
0.47564679659498205,1
0.19275251736111113,2
0.23730350582437273,3
0.19992172453703702,4
0.20899584453405018,5
0.14447543981481484,6
0.20341896281362007,7
0.18466299283154128,8
0.18399131944444444,9
0.2361466733870968,10
0.19952458333333334,11
0.41690365143369174,12
0.413797099014337,1
0.2186436631944444,2
0.42160291218638,3
0.2356018171296296,4
0.15687571684587812,5
0.20980276620370375,6
0.09576518817204303,7
0.18073615591397849,8
0.253039537037037,9
0.24047056451612903,10
0.22719673611111116,11
0.38356002464157707,12
0.44228954973118273,1
0.427867150297619,2
0.4071619511648746,3
0.23347759259259257,4
0.13863181003584227,5
0.17904416666666664,6
0.13762876344086022,7
0.17876910842293905,8
0.2460217361111111,9
0.20009245071684587,10
0.23693828703703704,11
0.17710706765232975,12
0.28965640681003585,1
0.29799525862068965,2
0.2054456989247312,3
0.14138578703703703,4
0.19859131944444444,5
0.14454402777777778,6
0.1761247311827957,7
0.1590488015232975,8
0.2276203240740741,9
0.24139247311827958,10
0.33672887731481477,11
0.235273835125448,12
0.1474321348566308,1
0.46314630456349204,2
0.22843892249103945,3
0.22425512731481487,4
0.17097091173835124,5
0.18579524305555553,6
0.1281546370967742,7
0.12347989471326166,8
0.16441103009259259,9
0.2548885752688172,10
0.24958826388888888,11
0.3506063732078853,12
0.38802491039426523,1
0.3045738343253968,2
0.3072960125448029,3
0.20105184027777778,4
0.17521068548387098,5
0.2085528009259259,6
0.23739531810035844,7
0.18987268145161293,8
0.22951211805555552,9
0.4186730510752688,10
0.20060548611111115,11
0.32856955645161284,12
0.36080375224014344,1
0.341051029265873,2
0.2011980286738351,3
0.20899093750000006,4
0.20477152777777777,5
0.17711900462962962,6
0.17564870071684588,7
0.14597217741935484,8
0.19326335648148152,9
0.2976397961469534,10
0.2857220717592592,11
0.4350190188172043,12
0.334636122311828,1
0.39040061063218395,2
0.30239855510752683,3
0.18585045138888887,4
0.20086165994623653,5
0.18336762731481485,6
0.1518792786738351,7
0.10718775761648745,8
0.18632540509259263,9
0.34372477598566314,10
0.3805133912037037,11
0.35566913082437274,12
0.2531270273297491,1
0.2566157242063492,2
0.23201169354838705,3
0.23838175925925928,4
0.21066373207885303,5
0.16822811342592592,6
0.16854288754480284,7
0.1751209453405018,8
0.2598976967592593,9
0.3199750224014337,10
0.24419408564814812,11
0.25753415098566307,12
0.3541642361111111,1
0.5229275421626984,2
0.25474811827956984,3
0.23382645833333335,4
0.2114754144265233,5
0.17399355324074073,6
0.1883753920250896,7
0.08529982078853048,8
0.1485785763888889,9
0.3009582101254481,10
0.2051794328703704,11
0.2450918906810036,12
0.3238270273297491,1
0.19870589037698413,2
0.19037379032258064,3
0.2456589351851852,4
0.19183592069892472,5
0.13947487268518519,6
0.15358065636200716,7
0.11441931003584228,8
0.12028753472222224,9
0.24391256720430107,10
0.2540048726851852,11
0.30082829301075265,12
0.3322221886200717,1
0.3298217432950192,2
0.261808792562724,3
0.19560469907407407,4
0.13102909946236557,5
0.19695873842592593,6
0.15306360887096776,7
0.2045394153225806,8
0.286164386574074,9
0.2874598230286739,10
0.21889631944444443,11
0.2314224910394265,12
0.42946699148745515,1
0.2684295386904762,2
0.2584246975806452,3
0.1721328935185185,4
0.1906871527777778,5
0.13899406250000002,6
0.15331612903225808,7
0.16199343637992833,8
0.15452305555555554,9
0.24905047043010753,10
0.2551261342592593,11
0.27338490143369176,12
0.2218293458781362,1
0.2564934399801587,2
0.27172003808243733,3
0.21056354166666666,4
0.27493729838709685,5
0.13169354166666666,6
0.10882022849462364,7
0.18156830197132615,8
0.1826454861111111,9
0.29023138440860224,10
0.35419731481481476,11
0.3560848454301075,12
0.49308531586021503,1
0.2582078373015873,2
0.3161634072580645,3
0.17082726851851857,4
0.21403668234767026,5
0.1571326273148148,6
0.23920075044802872,7
0.1760330421146954,8
0.24342341435185186,9
0.14797534722222225,10
0.31053850694444446,11
0.3141440188172043,12
0.45819254032258055,1
0.28978994252873563,2
0.38022449596774194,3
0.18639204861111106,4
0.1699060819892473,5
0.15457003472222222,6
0.18784797267025088,7
0.23319849910394264,8
0.2098675,9
0.2526903001792114,10
0.29814164351851863,11
0.2020178987455197,12
0.25282935707885307,1
0.21222557043650794,2
0.24384544130824373,3
0.1477385416666667,4
0.22637286066308246,5
0.15444961805555557,6
0.1991414538530466,7
0.15008681675627242,8
0.22142606481481478,9
0.24249836469534047,10
0.3959886689814815,11
0.2539886424731183,12
0.20163184363799283,1
0.24708596230158728,2
0.23275053763440856,3
0.17621046296296297,4
0.16251614023297492,5
0.12055287037037038,6
0.11180881496415768,7
0.19915620519713262,8
0.19545155092592592,9
0.2571438396057347,10
0.24132908564814815,11
0.2215979502688172,12
0.2500562275985663,1
0.29863431299603177,2
0.16713683915770608,3
0.18464932870370365,4
0.21352414874551973,5
0.18605940972222224,6
0.20658418458781366,7
0.17604387320788528,8
0.2388016435185185,9
0.2768363799283153,10
0.19983685185185185,11
0.4338881048387097,12
0.3611414874551971,1
0.2451183908045977,2
0.14927084453405018,3
0.21150710648148144,4
0.1711163866487455,5
0.2222434490740741,6
0.16837902105734767,7
0.14702111335125448,8
0.21222246527777777,9
0.21879681899641576,10
0.2453360300925926,11
0.34172232302867384,12
0.2593182123655914,1
0.2282660218253968,2
0.2639456653225806,3
0.21539630787037042,4
0.19212785618279568,5
0.22216484953703708,6
0.1015553203405018,7
0.13436322804659498,8
0.18198111111111112,9
0.30473850806451613,10
0.23220785879629635,11
0.3706420922939068,12
0.34420355062724006,1
0.42018864087301583,2
0.21750105286738353,3
0.17063633101851852,4
0.18519031137992834,5
0.11064373842592591,6
0.13590898297491036,7
0.20168885528673833,8
0.11469376157407407,9
0.24557218862007166,10
0.19606445601851852,11
0.3749056451612904,12
0.3770436827956989,1
0.23513439980158732,2
0.2813783490143369,3
0.17718333333333333,4
0.23175841173835124,5
0.17824046296296295,6
0.21605201612903224,7
0.15323511424731182,8
0.21373543981481483,9
0.13585877016129033,10
0.41113145833333337,11
0.4162890793010752,12
0.3400548947132616,1
0.34415147270114943,2
0.22701316084229392,3
0.19443793981481483,4
0.1928718413978495,5
0.11800668981481482,6
0.15085642921146952,7
0.17535448028673836,8
0.1417459375,9
0.15814623655913976,10
0.23336894675925926,11
0.22458947132616489,12
0.21192449596774196,1
0.30783674355158736,2
0.24667002688172043,3
0.1804902777777778,4
0.14996416890681,5
0.2040694444444445,6
0.15501534498207883,7
0.13777731854838712,8
0.17877942129629631,9
0.3442650537634409,10
0.25134464120370364,11
0.33512970430107525,12
0.35828411738351257,1
0.24270027281746032,2
0.26531793234767026,3
0.20271454861111113,4
0.16548060035842296,5
0.1569339814814815,6
0.1194920922939068,7
0.15306360887096773,8
0.20093524305555555,9
0.2292088149641577,10
0.2565219444444445,11
0.3100431339605735,12
0.3122853718637993,1
0.2577711929563492,2
0.3743784498207885,3
0.2110235763888889,4
0.16053914650537635,5
0.16846445601851848,6
0.13147252464157708,7
0.17854536290322584,8
0.2239269212962963,9
0.2693756048387097,10
0.2172553935185185,11
0.32610202732974913,12
